artist,date,rank
Guns N' Roses,2018-08-04,74
Adele,2018-08-04,75
MercyMe,2018-08-04,76
Five Finger Death Punch,2018-08-04,77
The Beatles,2018-08-04,78
Linkin Park,2018-08-04,79
G-Eazy,2018-08-04,80
Zedd,2018-08-04,81
Portugal. The Man,2018-08-04,82
Dierks Bentley,2018-08-04,83
Eagles,2018-08-04,84
Journey,2018-08-04,85
The Internet,2018-08-04,86
Sam Hunt,2018-08-04,87
Jake Owen,2018-08-04,88
Maren Morris,2018-08-04,89
Chance The Rapper,2018-08-04,90
Ty Dolla $ign,2018-08-04,91
Ozuna,2018-08-04,92
YoungBoy Never Broke Again,2018-08-04,93
Gorillaz,2018-08-04,94
Fleetwood Mac,2018-08-04,95
Normani,2018-08-04,96
J. Cole,2018-08-04,97
Greta Van Fleet,2018-08-04,98
Daddy Yankee,2018-08-04,99
The Chainsmokers,2018-08-04,100
Drake,2018-07-28,1
Post Malone,2018-07-28,2
Imagine Dragons,2018-07-28,3
Ariana Grande,2018-07-28,4
Cardi B,2018-07-28,5
XXXTENTACION,2018-07-28,6
BTS,2018-07-28,7
Maroon 5,2018-07-28,8
Taylor Swift,2018-07-28,9
Ed Sheeran,2018-07-28,10
Shawn Mendes,2018-07-28,11
Juice WRLD,2018-07-28,12
Luke Combs,2018-07-28,13
Wiz Khalifa,2018-07-28,14
twenty one pilots,2018-07-28,15
Florida Georgia Line,2018-07-28,16
Panic! At The Disco,2018-07-28,17
EXO,2018-07-28,18
Jason Aldean,2018-07-28,19
Childish Gambino,2018-07-28,20
Bruno Mars,2018-07-28,21
Ella Mai,2018-07-28,22
Camila Cabello,2018-07-28,23
Khalid,2018-07-28,24
Kane Brown,2018-07-28,25
J Balvin,2018-07-28,26
Dua Lipa,2018-07-28,27
Kenny Chesney,2018-07-28,28
Kendrick Lamar,2018-07-28,29
Dan + Shay,2018-07-28,30
Thomas Rhett,2018-07-28,31
Bad Bunny,2018-07-28,32
Brett Young,2018-07-28,33
Chris Stapleton,2018-07-28,34
The Carters,2018-07-28,35
Migos,2018-07-28,36
Halsey,2018-07-28,37
Luke Bryan,2018-07-28,38
5 Seconds Of Summer,2018-07-28,39
Future,2018-07-28,40
Lauren Daigle,2018-07-28,41
Nicki Minaj,2018-07-28,42
Charlie Puth,2018-07-28,43
Selena Gomez,2018-07-28,44
Kidz Bop Kids,2018-07-28,45
Bebe Rexha,2018-07-28,46
Metallica,2018-07-28,47
Bazzi,2018-07-28,48
Marshmello,2018-07-28,49
Michael Jackson,2018-07-28,50
Between The Buried And Me,2018-07-28,51
Lil Baby,2018-07-28,52
The Weeknd,2018-07-28,53
Rich The Kid,2018-07-28,54
Tyga,2018-07-28,55
P!nk,2018-07-28,56
Keith Urban,2018-07-28,57
Lynyrd Skynyrd,2018-07-28,58
Lauv,2018-07-28,59
Justin Timberlake,2018-07-28,60
Queen,2018-07-28,61
Guns N' Roses,2018-07-28,62
Eminem,2018-07-28,63
Anne-Marie,2018-07-28,64
Foster The People,2018-07-28,65
Alessia Cara,2018-07-28,66
NF,2018-07-28,67
Kanye West,2018-07-28,68
SZA,2018-07-28,69
Eric Church,2018-07-28,70
Sam Hunt,2018-07-28,71
Old Dominion,2018-07-28,72
Slightly Stoopid,2018-07-28,73
MercyMe,2018-07-28,74
ABBA,2018-07-28,75
J. Cole,2018-07-28,76
G-Eazy,2018-07-28,77
Portugal. The Man,2018-07-28,78
Gorillaz,2018-07-28,79
Linkin Park,2018-07-28,80
Jake Owen,2018-07-28,81
Ty Dolla $ign,2018-07-28,82
YoungBoy Never Broke Again,2018-07-28,83
Dierks Bentley,2018-07-28,84
Adele,2018-07-28,85
Five Finger Death Punch,2018-07-28,86
Demi Lovato,2018-07-28,87
Journey,2018-07-28,88
Backstreet Boys,2018-07-28,89
Florence + The Machine,2018-07-28,90
Ozuna,2018-07-28,91
Chris Lane,2018-07-28,92
Maren Morris,2018-07-28,93
The Beatles,2018-07-28,94
Lil Pump,2018-07-28,95
Deafheaven,2018-07-28,96
Daddy Yankee,2018-07-28,97
The Chainsmokers,2018-07-28,98
Lady Antebellum,2018-07-28,99
Eagles,2018-07-28,100
Drake,2018-07-21,1
Post Malone,2018-07-21,2
BTS,2018-07-21,3
XXXTENTACION,2018-07-21,4
Imagine Dragons,2018-07-21,5
Cardi B,2018-07-21,6
Maroon 5,2018-07-21,7
Taylor Swift,2018-07-21,8
Florida Georgia Line,2018-07-21,9
Ed Sheeran,2018-07-21,10
Shawn Mendes,2018-07-21,11
Ariana Grande,2018-07-21,12
Future,2018-07-21,13
Panic! At The Disco,2018-07-21,14
Juice WRLD,2018-07-21,15
Luke Combs,2018-07-21,16
Ella Mai,2018-07-21,17
twenty one pilots,2018-07-21,18
Jason Aldean,2018-07-21,19
Bruno Mars,2018-07-21,20
Dua Lipa,2018-07-21,21
The Carters,2018-07-21,22
Dan + Shay,2018-07-21,23
Kane Brown,2018-07-21,24
Camila Cabello,2018-07-21,25
Kenny Chesney,2018-07-21,26
J Balvin,2018-07-21,27
Kendrick Lamar,2018-07-21,28
Meek Mill,2018-07-21,29
Thomas Rhett,2018-07-21,30
Khalid,2018-07-21,31
Childish Gambino,2018-07-21,32
Migos,2018-07-21,33
Bad Bunny,2018-07-21,34
Chris Stapleton,2018-07-21,35
5 Seconds Of Summer,2018-07-21,36
Luke Bryan,2018-07-21,37
Charlie Puth,2018-07-21,38
Nicki Minaj,2018-07-21,39
Brett Young,2018-07-21,40
Halsey,2018-07-21,41
Gorillaz,2018-07-21,42
Bazzi,2018-07-21,43
Bebe Rexha,2018-07-21,44
Guns N' Roses,2018-07-21,45
Keith Urban,2018-07-21,46
Selena Gomez,2018-07-21,47
Michael Jackson,2018-07-21,48
Metallica,2018-07-21,49
Marshmello,2018-07-21,50
Justin Timberlake,2018-07-21,51
The Weeknd,2018-07-21,52
EXO,2018-07-21,53
P!nk,2018-07-21,54
Florence + The Machine,2018-07-21,55
Lil Baby,2018-07-21,56
Sam Hunt,2018-07-21,57
Lynyrd Skynyrd,2018-07-21,58
NF,2018-07-21,59
Foster The People,2018-07-21,60
Rich The Kid,2018-07-21,61
MercyMe,2018-07-21,62
Kanye West,2018-07-21,63
Tyga,2018-07-21,64
Lauv,2018-07-21,65
Lil Pump,2018-07-21,66
Eminem,2018-07-21,67
Demi Lovato,2018-07-21,68
J. Cole,2018-07-21,69
The Beatles,2018-07-21,70
Ty Dolla $ign,2018-07-21,71
YoungBoy Never Broke Again,2018-07-21,72
Alessia Cara,2018-07-21,73
Portugal. The Man,2018-07-21,74
Anne-Marie,2018-07-21,75
Fleetwood Mac,2018-07-21,76
SZA,2018-07-21,77
Old Dominion,2018-07-21,78
Blake Shelton,2018-07-21,79
Journey,2018-07-21,80
G-Eazy,2018-07-21,81
Eagles,2018-07-21,82
Five Finger Death Punch,2018-07-21,83
Rihanna,2018-07-21,84
Maren Morris,2018-07-21,85
John Coltrane,2018-07-21,86
Justin Bieber,2018-07-21,87
Jake Owen,2018-07-21,88
Backstreet Boys,2018-07-21,89
Queen,2018-07-21,90
Dierks Bentley,2018-07-21,91
The Chainsmokers,2018-07-21,92
Dave Matthews Band,2018-07-21,93
Adele,2018-07-21,94
Linkin Park,2018-07-21,95
Daddy Yankee,2018-07-21,96
Zedd,2018-07-21,97
Ozuna,2018-07-21,98
Offset,2018-07-21,99
Alan Jackson,2018-07-21,100
Drake,2018-07-14,1
Post Malone,2018-07-14,2
XXXTENTACION,2018-07-14,3
Florence + The Machine,2018-07-14,4
BTS,2018-07-14,5
Cardi B,2018-07-14,6
Imagine Dragons,2018-07-14,7
Gorillaz,2018-07-14,8
Maroon 5,2018-07-14,9
Ed Sheeran,2018-07-14,10
Taylor Swift,2018-07-14,11
Shawn Mendes,2018-07-14,12
Florida Georgia Line,2018-07-14,13
Ariana Grande,2018-07-14,14
Panic! At The Disco,2018-07-14,15
Guns N' Roses,2018-07-14,16
Kenny Chesney,2018-07-14,17
Luke Combs,2018-07-14,18
Juice WRLD,2018-07-14,19
Camila Cabello,2018-07-14,20
The Carters,2018-07-14,21
Dua Lipa,2018-07-14,22
Jason Aldean,2018-07-14,23
Ella Mai,2018-07-14,24
Bruno Mars,2018-07-14,25
Dan + Shay,2018-07-14,26
Kane Brown,2018-07-14,27
J Balvin,2018-07-14,28
Kendrick Lamar,2018-07-14,29
Bad Bunny,2018-07-14,30
Migos,2018-07-14,31
Michael Jackson,2018-07-14,32
Bullet For My Valentine,2018-07-14,33
John Coltrane,2018-07-14,34
Thomas Rhett,2018-07-14,35
Khalid,2018-07-14,36
Chris Stapleton,2018-07-14,37
Bazzi,2018-07-14,38
Nicki Minaj,2018-07-14,39
Luke Bryan,2018-07-14,40
5 Seconds Of Summer,2018-07-14,41
Marshmello,2018-07-14,42
Brett Young,2018-07-14,43
Charlie Puth,2018-07-14,44
Halsey,2018-07-14,45
Bebe Rexha,2018-07-14,46
Selena Gomez,2018-07-14,47
Childish Gambino,2018-07-14,48
The Weeknd,2018-07-14,49
Justin Timberlake,2018-07-14,50
MercyMe,2018-07-14,51
Queen Naija,2018-07-14,52
Sam Hunt,2018-07-14,53
Kanye West,2018-07-14,54
Lil Baby,2018-07-14,55
P!nk,2018-07-14,56
Demi Lovato,2018-07-14,57
Foster The People,2018-07-14,58
NF,2018-07-14,59
Lauv,2018-07-14,60
Rich The Kid,2018-07-14,61
Keith Urban,2018-07-14,62
Metallica,2018-07-14,63
Ty Dolla $ign,2018-07-14,64
Lynyrd Skynyrd,2018-07-14,65
J. Cole,2018-07-14,66
Dave Matthews Band,2018-07-14,67
YoungBoy Never Broke Again,2018-07-14,68
The Beatles,2018-07-14,69
Portugal. The Man,2018-07-14,70
Blake Shelton,2018-07-14,71
Backstreet Boys,2018-07-14,72
Maren Morris,2018-07-14,73
SZA,2018-07-14,74
Old Dominion,2018-07-14,75
Alessia Cara,2018-07-14,76
Anne-Marie,2018-07-14,77
Eminem,2018-07-14,78
twenty one pilots,2018-07-14,79
Eagles,2018-07-14,80
Jake Owen,2018-07-14,81
Sam Smith,2018-07-14,82
BlocBoy JB,2018-07-14,83
G-Eazy,2018-07-14,84
Queen,2018-07-14,85
Zedd,2018-07-14,86
SEVENTEEN,2018-07-14,87
Rihanna,2018-07-14,88
The Chainsmokers,2018-07-14,89
Daddy Yankee,2018-07-14,90
Adele,2018-07-14,91
Five Finger Death Punch,2018-07-14,92
Dierks Bentley,2018-07-14,93
Carrie Underwood,2018-07-14,94
Tyga,2018-07-14,95
Journey,2018-07-14,96
OneRepublic,2018-07-14,97
Ozuna,2018-07-14,98
Katy Perry,2018-07-14,99
Justin Bieber,2018-07-14,100
Panic! At The Disco,2018-07-07,1
XXXTENTACION,2018-07-07,2
Post Malone,2018-07-07,3
Drake,2018-07-07,4
Imagine Dragons,2018-07-07,5
Cardi B,2018-07-07,6
BTS,2018-07-07,7
The Carters,2018-07-07,8
Maroon 5,2018-07-07,9
Ed Sheeran,2018-07-07,10
Dan + Shay,2018-07-07,11
Shawn Mendes,2018-07-07,12
Ariana Grande,2018-07-07,13
Juice WRLD,2018-07-07,14
Taylor Swift,2018-07-07,15
Luke Combs,2018-07-07,16
Florida Georgia Line,2018-07-07,17
Nine Inch Nails,2018-07-07,18
Dua Lipa,2018-07-07,19
Camila Cabello,2018-07-07,20
Demi Lovato,2018-07-07,21
The Beatles,2018-07-07,22
Bebe Rexha,2018-07-07,23
Bruno Mars,2018-07-07,24
5 Seconds Of Summer,2018-07-07,25
Kane Brown,2018-07-07,26
Kendrick Lamar,2018-07-07,27
Ella Mai,2018-07-07,28
Nicki Minaj,2018-07-07,29
Jason Aldean,2018-07-07,30
Migos,2018-07-07,31
J Balvin,2018-07-07,32
Khalid,2018-07-07,33
Marshmello,2018-07-07,34
Kenny Chesney,2018-07-07,35
Kanye West,2018-07-07,36
Bazzi,2018-07-07,37
Thomas Rhett,2018-07-07,38
Chris Stapleton,2018-07-07,39
Charlie Puth,2018-07-07,40
Childish Gambino,2018-07-07,41
Brett Young,2018-07-07,42
Dave Matthews Band,2018-07-07,43
Rich The Kid,2018-07-07,44
Halsey,2018-07-07,45
Lil Baby,2018-07-07,46
Selena Gomez,2018-07-07,47
The Weeknd,2018-07-07,48
NF,2018-07-07,49
Bad Bunny,2018-07-07,50
Luke Bryan,2018-07-07,51
J. Cole,2018-07-07,52
Michael Jackson,2018-07-07,53
YoungBoy Never Broke Again,2018-07-07,54
Keith Urban,2018-07-07,55
MercyMe,2018-07-07,56
P!nk,2018-07-07,57
Sam Hunt,2018-07-07,58
Foster The People,2018-07-07,59
Dierks Bentley,2018-07-07,60
Eagles,2018-07-07,61
Blake Shelton,2018-07-07,62
Lauv,2018-07-07,63
Ty Dolla $ign,2018-07-07,64
SZA,2018-07-07,65
Teyana Taylor,2018-07-07,66
Metallica,2018-07-07,67
Eminem,2018-07-07,68
Lynyrd Skynyrd,2018-07-07,69
Justin Timberlake,2018-07-07,70
Portugal. The Man,2018-07-07,71
BlocBoy JB,2018-07-07,72
Dawes,2018-07-07,73
Maren Morris,2018-07-07,74
G-Eazy,2018-07-07,75
Lil Pump,2018-07-07,76
Alessia Cara,2018-07-07,77
Anne-Marie,2018-07-07,78
Zedd,2018-07-07,79
twenty one pilots,2018-07-07,80
Lil Skies,2018-07-07,81
Daddy Yankee,2018-07-07,82
6ix9ine,2018-07-07,83
Ozuna,2018-07-07,84
Five Finger Death Punch,2018-07-07,85
Ben Rector,2018-07-07,86
Meghan Trainor,2018-07-07,87
The Chainsmokers,2018-07-07,88
Carrie Underwood,2018-07-07,89
Adele,2018-07-07,90
Bad Wolves,2018-07-07,91
BLACKPINK,2018-07-07,92
Jake Owen,2018-07-07,93
Old Dominion,2018-07-07,94
Queen,2018-07-07,95
Calvin Harris,2018-07-07,96
Paul McCartney,2018-07-07,97
Grey,2018-07-07,98
Tyga,2018-07-07,99
Rihanna,2018-07-07,100
XXXTENTACION,2018-06-30,1
5 Seconds Of Summer,2018-06-30,2
The Carters,2018-06-30,3
Post Malone,2018-06-30,4
Drake,2018-06-30,5
Imagine Dragons,2018-06-30,6
Cardi B,2018-06-30,7
Christina Aguilera,2018-06-30,8
Nas,2018-06-30,9
Maroon 5,2018-06-30,10
Shawn Mendes,2018-06-30,11
BTS,2018-06-30,12
Ed Sheeran,2018-06-30,13
Ariana Grande,2018-06-30,14
Jason Aldean,2018-06-30,15
Luke Combs,2018-06-30,16
Taylor Swift,2018-06-30,17
Florida Georgia Line,2018-06-30,18
Nicki Minaj,2018-06-30,19
Kanye West,2018-06-30,20
Camila Cabello,2018-06-30,21
Dua Lipa,2018-06-30,22
Juice WRLD,2018-06-30,23
Bruno Mars,2018-06-30,24
Kane Brown,2018-06-30,25
Kendrick Lamar,2018-06-30,26
Khalid,2018-06-30,27
Kenny Chesney,2018-06-30,28
Dan + Shay,2018-06-30,29
Migos,2018-06-30,30
Ella Mai,2018-06-30,31
Mike Shinoda,2018-06-30,32
BLACKPINK,2018-06-30,33
Charlie Puth,2018-06-30,34
Childish Gambino,2018-06-30,35
Dierks Bentley,2018-06-30,36
Marshmello,2018-06-30,37
Bazzi,2018-06-30,38
KIDS SEE GHOSTS,2018-06-30,39
J Balvin,2018-06-30,40
Chris Stapleton,2018-06-30,41
Thomas Rhett,2018-06-30,42
Halsey,2018-06-30,43
Lil Baby,2018-06-30,44
The Weeknd,2018-06-30,45
Selena Gomez,2018-06-30,46
MercyMe,2018-06-30,47
J. Cole,2018-06-30,48
Demi Lovato,2018-06-30,49
Brett Young,2018-06-30,50
NF,2018-06-30,51
YoungBoy Never Broke Again,2018-06-30,52
Blake Shelton,2018-06-30,53
Luke Bryan,2018-06-30,54
Dave Matthews Band,2018-06-30,55
P!nk,2018-06-30,56
Bebe Rexha,2018-06-30,57
Bad Bunny,2018-06-30,58
Panic! At The Disco,2018-06-30,59
Sam Hunt,2018-06-30,60
State Champs,2018-06-30,61
Rich The Kid,2018-06-30,62
Metallica,2018-06-30,63
Keith Urban,2018-06-30,64
Eagles,2018-06-30,65
SZA,2018-06-30,66
Foster The People,2018-06-30,67
Alessia Cara,2018-06-30,68
Ty Dolla $ign,2018-06-30,69
Eminem,2018-06-30,70
Anne-Marie,2018-06-30,71
Portugal. The Man,2018-06-30,72
BlocBoy JB,2018-06-30,73
Lauv,2018-06-30,74
Justin Timberlake,2018-06-30,75
Jay Rock,2018-06-30,76
Lil Pump,2018-06-30,77
Maren Morris,2018-06-30,78
Zedd,2018-06-30,79
Michael Jackson,2018-06-30,80
Rihanna,2018-06-30,81
Lil Skies,2018-06-30,82
Future,2018-06-30,83
6ix9ine,2018-06-30,84
twenty one pilots,2018-06-30,85
Ozuna,2018-06-30,86
Daddy Yankee,2018-06-30,87
Five Finger Death Punch,2018-06-30,88
The Chainsmokers,2018-06-30,89
G-Eazy,2018-06-30,90
Adele,2018-06-30,91
Bad Wolves,2018-06-30,92
Lynyrd Skynyrd,2018-06-30,93
Rebelution,2018-06-30,94
Grey,2018-06-30,95
Morgan Wallen,2018-06-30,96
Buddy Guy,2018-06-30,97
Queen,2018-06-30,98
Calvin Harris,2018-06-30,99
Sugarland,2018-06-30,100
Dave Matthews Band,2018-06-23,1
Post Malone,2018-06-23,2
KIDS SEE GHOSTS,2018-06-23,3
Dierks Bentley,2018-06-23,4
Drake,2018-06-23,5
BTS,2018-06-23,6
Cardi B,2018-06-23,7
Imagine Dragons,2018-06-23,8
Shawn Mendes,2018-06-23,9
Kanye West,2018-06-23,10
Maroon 5,2018-06-23,11
Ed Sheeran,2018-06-23,12
Luke Combs,2018-06-23,13
Ariana Grande,2018-06-23,14
Florida Georgia Line,2018-06-23,15
Taylor Swift,2018-06-23,16
Kane Brown,2018-06-23,17
Dua Lipa,2018-06-23,18
Camila Cabello,2018-06-23,19
Nicki Minaj,2018-06-23,20
Bruno Mars,2018-06-23,21
Juice WRLD,2018-06-23,22
Kendrick Lamar,2018-06-23,23
Sugarland,2018-06-23,24
Migos,2018-06-23,25
Jason Aldean,2018-06-23,26
Childish Gambino,2018-06-23,27
Charlie Puth,2018-06-23,28
Kenny Chesney,2018-06-23,29
Khalid,2018-06-23,30
Ella Mai,2018-06-23,31
Marshmello,2018-06-23,32
The Weeknd,2018-06-23,33
Dan + Shay,2018-06-23,34
Bazzi,2018-06-23,35
Lil Baby,2018-06-23,36
Selena Gomez,2018-06-23,37
J Balvin,2018-06-23,38
Thomas Rhett,2018-06-23,39
Chris Stapleton,2018-06-23,40
Halsey,2018-06-23,41
J. Cole,2018-06-23,42
Dance Gavin Dance,2018-06-23,43
XXXTENTACION,2018-06-23,44
Brett Young,2018-06-23,45
Luke Bryan,2018-06-23,46
YoungBoy Never Broke Again,2018-06-23,47
Blake Shelton,2018-06-23,48
Bad Bunny,2018-06-23,49
SZA,2018-06-23,50
Sam Hunt,2018-06-23,51
Demi Lovato,2018-06-23,52
Bebe Rexha,2018-06-23,53
Ty Dolla $ign,2018-06-23,54
Foster The People,2018-06-23,55
P!nk,2018-06-23,56
Rich The Kid,2018-06-23,57
Eminem,2018-06-23,58
BlocBoy JB,2018-06-23,59
Keith Urban,2018-06-23,60
MercyMe,2018-06-23,61
Justin Timberlake,2018-06-23,62
Zedd,2018-06-23,63
Anne-Marie,2018-06-23,64
Maren Morris,2018-06-23,65
Ozuna,2018-06-23,66
Lil Pump,2018-06-23,67
Rihanna,2018-06-23,68
Portugal. The Man,2018-06-23,69
6ix9ine,2018-06-23,70
Metallica,2018-06-23,71
NF,2018-06-23,72
Lauv,2018-06-23,73
Carrie Underwood,2018-06-23,74
G-Eazy,2018-06-23,75
Future,2018-06-23,76
Darius Rucker,2018-06-23,77
Lil Skies,2018-06-23,78
Panic! At The Disco,2018-06-23,79
Daddy Yankee,2018-06-23,80
Michael Jackson,2018-06-23,81
twenty one pilots,2018-06-23,82
The Chainsmokers,2018-06-23,83
Five Finger Death Punch,2018-06-23,84
EXO,2018-06-23,85
Ghost,2018-06-23,86
Ne-Yo,2018-06-23,87
Bad Wolves,2018-06-23,88
Grey,2018-06-23,89
Calvin Harris,2018-06-23,90
Adele,2018-06-23,91
Queen,2018-06-23,92
21 Savage,2018-06-23,93
Travis Scott,2018-06-23,94
Tremonti,2018-06-23,95
Morgan Wallen,2018-06-23,96
Alessia Cara,2018-06-23,97
Justin Bieber,2018-06-23,98
Jake Owen,2018-06-23,99
Sam Smith,2018-06-23,100
Kanye West,2018-06-16,1
Post Malone,2018-06-16,2
Drake,2018-06-16,3
BTS,2018-06-16,4
Luke Combs,2018-06-16,5
Cardi B,2018-06-16,6
Ghost,2018-06-16,7
Imagine Dragons,2018-06-16,8
Maroon 5,2018-06-16,9
Shawn Mendes,2018-06-16,10
Ed Sheeran,2018-06-16,11
Jason Aldean,2018-06-16,12
Florida Georgia Line,2018-06-16,13
Taylor Swift,2018-06-16,14
Camila Cabello,2018-06-16,15
Dua Lipa,2018-06-16,16
Ariana Grande,2018-06-16,17
Kane Brown,2018-06-16,18
Kendrick Lamar,2018-06-16,19
Bruno Mars,2018-06-16,20
Childish Gambino,2018-06-16,21
Migos,2018-06-16,22
Kenny Chesney,2018-06-16,23
Charlie Puth,2018-06-16,24
Metallica,2018-06-16,25
The Weeknd,2018-06-16,26
Juice WRLD,2018-06-16,27
Pusha T,2018-06-16,28
Dan + Shay,2018-06-16,29
J. Cole,2018-06-16,30
Khalid,2018-06-16,31
Chris Stapleton,2018-06-16,32
Ella Mai,2018-06-16,33
J Balvin,2018-06-16,34
Selena Gomez,2018-06-16,35
Marshmello,2018-06-16,36
Father John Misty,2018-06-16,37
Nicki Minaj,2018-06-16,38
Halsey,2018-06-16,39
Bazzi,2018-06-16,40
Lil Baby,2018-06-16,41
XXXTENTACION,2018-06-16,42
P!nk,2018-06-16,43
Luke Bryan,2018-06-16,44
Thomas Rhett,2018-06-16,45
Brett Young,2018-06-16,46
Blake Shelton,2018-06-16,47
Five Finger Death Punch,2018-06-16,48
Demi Lovato,2018-06-16,49
Neko Case,2018-06-16,50
SZA,2018-06-16,51
Ty Dolla $ign,2018-06-16,52
YoungBoy Never Broke Again,2018-06-16,53
Eminem,2018-06-16,54
Rich The Kid,2018-06-16,55
Bad Bunny,2018-06-16,56
Keith Urban,2018-06-16,57
Lauv,2018-06-16,58
Bebe Rexha,2018-06-16,59
Sam Hunt,2018-06-16,60
Maren Morris,2018-06-16,61
Justin Timberlake,2018-06-16,62
Weezer,2018-06-16,63
BlocBoy JB,2018-06-16,64
Michael Ray,2018-06-16,65
6ix9ine,2018-06-16,66
Foster The People,2018-06-16,67
Anne-Marie,2018-06-16,68
EXO,2018-06-16,69
Portugal. The Man,2018-06-16,70
Rihanna,2018-06-16,71
NF,2018-06-16,72
Panic! At The Disco,2018-06-16,73
Michael Jackson,2018-06-16,74
Lil Pump,2018-06-16,75
Zedd,2018-06-16,76
Darius Rucker,2018-06-16,77
Dierks Bentley,2018-06-16,78
twenty one pilots,2018-06-16,79
Daddy Yankee,2018-06-16,80
Bad Wolves,2018-06-16,81
Lil Skies,2018-06-16,82
G-Eazy,2018-06-16,83
Ozuna,2018-06-16,84
The Chainsmokers,2018-06-16,85
Queen,2018-06-16,86
Sam Smith,2018-06-16,87
Gorillaz,2018-06-16,88
Grey,2018-06-16,89
MercyMe,2018-06-16,90
Fleetwood Mac,2018-06-16,91
Travis Scott,2018-06-16,92
Carrie Underwood,2018-06-16,93
Black Thought,2018-06-16,94
Calvin Harris,2018-06-16,95
A$AP Rocky,2018-06-16,96
Adele,2018-06-16,97
Linkin Park,2018-06-16,98
Journey,2018-06-16,99
Justin Bieber,2018-06-16,100
Shawn Mendes,2018-06-09,1
BTS,2018-06-09,2
Post Malone,2018-06-09,3
Drake,2018-06-09,4
Pusha T,2018-06-09,5
Imagine Dragons,2018-06-09,6
Cardi B,2018-06-09,7
Ed Sheeran,2018-06-09,8
Maroon 5,2018-06-09,9
Dua Lipa,2018-06-09,10
Taylor Swift,2018-06-09,11
Camila Cabello,2018-06-09,12
A$AP Rocky,2018-06-09,13
Kendrick Lamar,2018-06-09,14
J. Cole,2018-06-09,15
J Balvin,2018-06-09,16
Luke Combs,2018-06-09,17
Childish Gambino,2018-06-09,18
The Weeknd,2018-06-09,19
Bruno Mars,2018-06-09,20
Ariana Grande,2018-06-09,21
Migos,2018-06-09,22
Kane Brown,2018-06-09,23
CHVRCHES,2018-06-09,24
Charlie Puth,2018-06-09,25
Jason Aldean,2018-06-09,26
Nicki Minaj,2018-06-09,27
Florida Georgia Line,2018-06-09,28
Khalid,2018-06-09,29
Lil Baby,2018-06-09,30
Juice WRLD,2018-06-09,31
Panic! At The Disco,2018-06-09,32
Chris Stapleton,2018-06-09,33
Kenny Chesney,2018-06-09,34
Ella Mai,2018-06-09,35
Five Finger Death Punch,2018-06-09,36
Bazzi,2018-06-09,37
Halsey,2018-06-09,38
Marshmello,2018-06-09,39
XXXTENTACION,2018-06-09,40
Thomas Rhett,2018-06-09,41
SZA,2018-06-09,42
P!nk,2018-06-09,43
Demi Lovato,2018-06-09,44
Luke Bryan,2018-06-09,45
Dan + Shay,2018-06-09,46
Brett Young,2018-06-09,47
Rich The Kid,2018-06-09,48
YoungBoy Never Broke Again,2018-06-09,49
Blake Shelton,2018-06-09,50
Selena Gomez,2018-06-09,51
Ty Dolla $ign,2018-06-09,52
BlocBoy JB,2018-06-09,53
Metallica,2018-06-09,54
Justin Timberlake,2018-06-09,55
Keith Urban,2018-06-09,56
Sam Hunt,2018-06-09,57
Maren Morris,2018-06-09,58
Michael Jackson,2018-06-09,59
Bebe Rexha,2018-06-09,60
Bad Bunny,2018-06-09,61
Lynyrd Skynyrd,2018-06-09,62
Eminem,2018-06-09,63
Queen,2018-06-09,64
6ix9ine,2018-06-09,65
Portugal. The Man,2018-06-09,66
Darius Rucker,2018-06-09,67
Zedd,2018-06-09,68
Lil Pump,2018-06-09,69
Foster The People,2018-06-09,70
Anne-Marie,2018-06-09,71
Snow Patrol,2018-06-09,72
Ozuna,2018-06-09,73
NF,2018-06-09,74
Bad Wolves,2018-06-09,75
G-Eazy,2018-06-09,76
Dierks Bentley,2018-06-09,77
twenty one pilots,2018-06-09,78
Daddy Yankee,2018-06-09,79
Grey,2018-06-09,80
Sam Smith,2018-06-09,81
Travis Scott,2018-06-09,82
Jonathan Davis,2018-06-09,83
The Chainsmokers,2018-06-09,84
EXO,2018-06-09,85
Lauv,2018-06-09,86
Rihanna,2018-06-09,87
Lil Uzi Vert,2018-06-09,88
Adele,2018-06-09,89
Weezer,2018-06-09,90
Lil Dicky,2018-06-09,91
Meghan Trainor,2018-06-09,92
Journey,2018-06-09,93
Lil Skies,2018-06-09,94
Chris Brown,2018-06-09,95
MercyMe,2018-06-09,96
Carrie Underwood,2018-06-09,97
Fleetwood Mac,2018-06-09,98
Kevin Gates,2018-06-09,99
Old Dominion,2018-06-09,100
BTS,2018-06-02,1
Post Malone,2018-06-02,2
Drake,2018-06-02,3
Five Finger Death Punch,2018-06-02,4
Imagine Dragons,2018-06-02,5
Cardi B,2018-06-02,6
Ed Sheeran,2018-06-02,7
Shawn Mendes,2018-06-02,8
Camila Cabello,2018-06-02,9
Taylor Swift,2018-06-02,10
Kendrick Lamar,2018-06-02,11
Childish Gambino,2018-06-02,12
Jason Aldean,2018-06-02,13
J. Cole,2018-06-02,14
Dua Lipa,2018-06-02,15
The Weeknd,2018-06-02,16
Bruno Mars,2018-06-02,17
Ariana Grande,2018-06-02,18
Kane Brown,2018-06-02,19
Luke Combs,2018-06-02,20
P!nk,2018-06-02,21
Migos,2018-06-02,22
Charlie Puth,2018-06-02,23
Maroon 5,2018-06-02,24
Lil Baby,2018-06-02,25
Khalid,2018-06-02,26
Nicki Minaj,2018-06-02,27
